city,week,rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
jaipur,23-02-2023,8,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,23-02-2023,9,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,23-02-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,16-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,16-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,16-02-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,16-02-2023,4,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
jaipur,16-02-2023,5,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
jaipur,16-02-2023,6,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,16-02-2023,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,16-02-2023,8,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,16-02-2023,9,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,16-02-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,09-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,09-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,09-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
jaipur,09-02-2023,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,09-02-2023,5,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,09-02-2023,6,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,09-02-2023,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,09-02-2023,8,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,09-02-2023,9,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,09-02-2023,10,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,02-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,02-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,02-02-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,02-02-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
jaipur,02-02-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,02-02-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,02-02-2023,7,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,02-02-2023,8,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,02-02-2023,9,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,02-02-2023,10,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,26-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,26-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,26-01-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,26-01-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,26-01-2023,5,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,26-01-2023,6,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,26-01-2023,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,26-01-2023,8,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,26-01-2023,9,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,26-01-2023,10,0.549,0.748,-6.521,0.384,0.402,0,0.781,149.722
jaipur,19-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,19-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,19-01-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,19-01-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,19-01-2023,5,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,19-01-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,19-01-2023,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,19-01-2023,8,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,19-01-2023,9,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,19-01-2023,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,12-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,12-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,12-01-2023,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,12-01-2023,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,12-01-2023,5,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,12-01-2023,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,12-01-2023,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,12-01-2023,8,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
jaipur,12-01-2023,9,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,12-01-2023,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,05-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,05-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,05-01-2023,3,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,05-01-2023,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,05-01-2023,5,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,05-01-2023,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,05-01-2023,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,05-01-2023,8,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,05-01-2023,9,0.718,0.655,-6.419,0.0751,0.187,0,0.569,100.012
jaipur,05-01-2023,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,29-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,29-12-2022,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,29-12-2022,3,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,29-12-2022,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,29-12-2022,5,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,29-12-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,29-12-2022,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,29-12-2022,8,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,29-12-2022,9,0.718,0.655,-6.419,0.0751,0.187,0,0.569,100.012
jaipur,29-12-2022,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,22-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,22-12-2022,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,22-12-2022,3,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,22-12-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,22-12-2022,5,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,22-12-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,22-12-2022,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,22-12-2022,8,0.718,0.655,-6.419,0.0751,0.187,0,0.569,100.012
jaipur,22-12-2022,9,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,22-12-2022,10,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
jaipur,15-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,15-12-2022,2,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,15-12-2022,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,15-12-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,15-12-2022,5,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,15-12-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,15-12-2022,7,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,15-12-2022,8,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,15-12-2022,9,0.718,0.655,-6.419,0.0751,0.187,0,0.569,100.012
jaipur,15-12-2022,10,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,08-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,08-12-2022,2,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,08-12-2022,3,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,08-12-2022,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,08-12-2022,5,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,08-12-2022,6,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,08-12-2022,7,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
jaipur,08-12-2022,8,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,08-12-2022,9,0.718,0.655,-6.419,0.0751,0.187,0,0.569,100.012
jaipur,08-12-2022,10,0.585,0.722,-4.984,0.0725,0.269,0,0.395,80.116
jaipur,01-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,01-12-2022,2,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,01-12-2022,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,01-12-2022,4,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,01-12-2022,5,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,01-12-2022,6,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,01-12-2022,7,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,01-12-2022,8,0.585,0.722,-4.984,0.0725,0.269,0,0.395,80.116
jaipur,01-12-2022,9,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,01-12-2022,10,0.718,0.655,-6.419,0.0751,0.187,0,0.569,100.012
jaipur,24-11-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,24-11-2022,2,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,24-11-2022,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,24-11-2022,4,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,24-11-2022,5,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,24-11-2022,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,24-11-2022,7,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,24-11-2022,8,0.585,0.722,-4.984,0.0725,0.269,0,0.395,80.116
jaipur,24-11-2022,9,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,24-11-2022,10,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,17-11-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,17-11-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,17-11-2022,3,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,17-11-2022,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,17-11-2022,5,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
jaipur,17-11-2022,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,17-11-2022,7,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,17-11-2022,8,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,17-11-2022,9,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,17-11-2022,10,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,10-11-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,10-11-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,10-11-2022,3,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,10-11-2022,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,10-11-2022,5,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,10-11-2022,6,0.585,0.722,-4.984,0.0725,0.269,0,0.395,80.116
jaipur,10-11-2022,7,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,10-11-2022,8,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,10-11-2022,9,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,10-11-2022,10,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,03-11-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,03-11-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,03-11-2022,3,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,03-11-2022,4,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
jaipur,03-11-2022,5,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,03-11-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,03-11-2022,7,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,03-11-2022,8,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,03-11-2022,9,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,03-11-2022,10,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
jaipur,27-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,27-10-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,27-10-2022,3,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,27-10-2022,4,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,27-10-2022,5,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,27-10-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,27-10-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
jaipur,27-10-2022,8,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,27-10-2022,9,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,27-10-2022,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
jaipur,20-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,20-10-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,20-10-2022,3,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,20-10-2022,4,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,20-10-2022,5,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,20-10-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,20-10-2022,7,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
jaipur,20-10-2022,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,20-10-2022,9,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,20-10-2022,10,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
jaipur,13-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,13-10-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,13-10-2022,3,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,13-10-2022,4,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,13-10-2022,5,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,13-10-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,13-10-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
jaipur,13-10-2022,8,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,13-10-2022,9,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
jaipur,13-10-2022,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
jaipur,06-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
jaipur,06-10-2022,2,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
jaipur,06-10-2022,3,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
jaipur,06-10-2022,4,0.86,0.541,-6.51,0.0325,0.165,0.163,0.952,114.984
jaipur,06-10-2022,5,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
jaipur,06-10-2022,6,0.711,0.702,-10.048,0.233,0.00487,0.0163,0.674,180.219
jaipur,06-10-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
jaipur,06-10-2022,8,0.82,0.504,-9.113,0.141,0.261,0.000007,0.275,85.016
jaipur,06-10-2022,9,0.557,0.794,-5.698,0.2,0.179,0,0.432,91.366
jaipur,06-10-2022,10,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,30-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,30-03-2023,2,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,30-03-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,30-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,30-03-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,30-03-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,30-03-2023,7,0.772,0.767,-4.792,0.0381,0.138,0,0.866,122.024
kolkata,30-03-2023,8,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,30-03-2023,9,0.582,0.418,-8.701,0.0288,0.794,0,0.243,112.909
kolkata,30-03-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,23-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,23-03-2023,2,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,23-03-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,23-03-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,23-03-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,23-03-2023,6,0.772,0.767,-4.792,0.0381,0.138,0,0.866,122.024
kolkata,23-03-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,23-03-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,23-03-2023,9,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,23-03-2023,10,0.562,0.519,-8.744,0.0326,0.557,0.000268,0.415,122.925
kolkata,16-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,16-03-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,16-03-2023,3,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,16-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,16-03-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,16-03-2023,6,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,16-03-2023,7,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,16-03-2023,8,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,16-03-2023,9,0.772,0.767,-4.792,0.0381,0.138,0,0.866,122.024
kolkata,16-03-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,09-03-2023,1,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,09-03-2023,2,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,09-03-2023,3,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,09-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,09-03-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,09-03-2023,6,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,09-03-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,09-03-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,09-03-2023,9,0.772,0.767,-4.792,0.0381,0.138,0,0.866,122.024
kolkata,09-03-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,02-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,02-03-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,02-03-2023,3,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,02-03-2023,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,02-03-2023,5,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,02-03-2023,6,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,02-03-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,02-03-2023,8,0.772,0.767,-4.792,0.0381,0.138,0,0.866,122.024
kolkata,02-03-2023,9,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,02-03-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,23-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,23-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,23-02-2023,3,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,23-02-2023,4,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,23-02-2023,5,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,23-02-2023,6,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,23-02-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,23-02-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,23-02-2023,9,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,23-02-2023,10,0.603,0.573,-5.843,0.0502,0.478,0,0.236,82.941
kolkata,16-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,16-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,16-02-2023,3,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,16-02-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,16-02-2023,5,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,16-02-2023,6,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,16-02-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
kolkata,16-02-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,16-02-2023,9,0.603,0.573,-5.843,0.0502,0.478,0,0.236,82.941
kolkata,16-02-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,09-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,09-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,09-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,09-02-2023,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,09-02-2023,5,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,09-02-2023,6,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,09-02-2023,7,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,09-02-2023,8,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,09-02-2023,9,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
kolkata,09-02-2023,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
kolkata,02-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
kolkata,02-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
kolkata,02-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
kolkata,02-02-2023,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
kolkata,02-02-2023,5,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
kolkata,02-02-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
kolkata,02-02-2023,7,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
kolkata,02-02-2023,8,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
kolkata,02-02-2023,9,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
kolkata,02-02-2023,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
kolkata,26-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
