city,week,rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
ahmedabad,09-03-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,09-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,09-03-2023,5,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
ahmedabad,09-03-2023,6,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,09-03-2023,7,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,09-03-2023,8,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
ahmedabad,09-03-2023,9,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
ahmedabad,09-03-2023,10,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,02-03-2023,1,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,02-03-2023,2,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,02-03-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,02-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,02-03-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,02-03-2023,6,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
ahmedabad,02-03-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
ahmedabad,02-03-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,02-03-2023,9,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,02-03-2023,10,0.603,0.573,-5.843,0.0502,0.478,0,0.236,82.941
ahmedabad,23-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,23-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,23-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,23-02-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,23-02-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,23-02-2023,6,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
ahmedabad,23-02-2023,7,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
ahmedabad,23-02-2023,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,23-02-2023,9,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,23-02-2023,10,0.603,0.573,-5.843,0.0502,0.478,0,0.236,82.941
ahmedabad,16-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,16-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,16-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,16-02-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,16-02-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,16-02-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,16-02-2023,7,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,16-02-2023,8,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
ahmedabad,16-02-2023,9,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
ahmedabad,16-02-2023,10,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,09-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,09-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,09-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,09-02-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,09-02-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,09-02-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,09-02-2023,7,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,09-02-2023,8,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
ahmedabad,09-02-2023,9,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,09-02-2023,10,0.63,0.739,-3.942,0.0248,0.194,0,0.224,109.985
ahmedabad,02-02-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,02-02-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,02-02-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,02-02-2023,4,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,02-02-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,02-02-2023,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,02-02-2023,7,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,02-02-2023,8,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
ahmedabad,02-02-2023,9,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,02-02-2023,10,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,26-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,26-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,26-01-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,26-01-2023,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,26-01-2023,5,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,26-01-2023,6,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
ahmedabad,26-01-2023,7,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,26-01-2023,8,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,26-01-2023,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,26-01-2023,10,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
ahmedabad,19-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,19-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,19-01-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,19-01-2023,4,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,19-01-2023,5,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,19-01-2023,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,19-01-2023,7,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
ahmedabad,19-01-2023,8,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,19-01-2023,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,19-01-2023,10,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,12-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,12-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,12-01-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,12-01-2023,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,12-01-2023,5,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,12-01-2023,6,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,12-01-2023,7,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,12-01-2023,8,0.464,0.491,-7.039,0.0392,0.837,0.00000139,0.106,76.739
ahmedabad,12-01-2023,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,12-01-2023,10,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,05-01-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,05-01-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,05-01-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,05-01-2023,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,05-01-2023,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,05-01-2023,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,05-01-2023,7,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,05-01-2023,8,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,05-01-2023,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,05-01-2023,10,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,29-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,29-12-2022,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,29-12-2022,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,29-12-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,29-12-2022,5,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,29-12-2022,6,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,29-12-2022,7,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,29-12-2022,8,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,29-12-2022,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,29-12-2022,10,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,22-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,22-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,22-12-2022,3,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,22-12-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,22-12-2022,5,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,22-12-2022,6,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,22-12-2022,7,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
ahmedabad,22-12-2022,8,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,22-12-2022,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,22-12-2022,10,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,15-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,15-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,15-12-2022,3,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,15-12-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,15-12-2022,5,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,15-12-2022,6,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,15-12-2022,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,15-12-2022,8,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,15-12-2022,9,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,15-12-2022,10,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,08-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,08-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,08-12-2022,3,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,08-12-2022,4,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,08-12-2022,5,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,08-12-2022,6,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,08-12-2022,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,08-12-2022,8,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,08-12-2022,9,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,08-12-2022,10,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,01-12-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,01-12-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,01-12-2022,3,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,01-12-2022,4,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,01-12-2022,5,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,01-12-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,01-12-2022,7,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,01-12-2022,8,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,01-12-2022,9,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
ahmedabad,01-12-2022,10,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,24-11-2022,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,24-11-2022,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,24-11-2022,3,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,24-11-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,24-11-2022,5,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,24-11-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,24-11-2022,7,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,24-11-2022,8,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,24-11-2022,9,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,24-11-2022,10,0.847,0.558,-5.855,0.0663,0.325,0,0.495,98.062
ahmedabad,17-11-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,17-11-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,17-11-2022,3,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
ahmedabad,17-11-2022,4,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,17-11-2022,5,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,17-11-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,17-11-2022,7,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,17-11-2022,8,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,17-11-2022,9,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,17-11-2022,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,10-11-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,10-11-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,10-11-2022,3,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,10-11-2022,4,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,10-11-2022,5,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,10-11-2022,6,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,10-11-2022,7,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,10-11-2022,8,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,10-11-2022,9,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
ahmedabad,10-11-2022,10,0.576,0.72,-3.842,0.0409,0.438,0,0.6,140.031
ahmedabad,03-11-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,03-11-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,03-11-2022,3,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,03-11-2022,4,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,03-11-2022,5,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,03-11-2022,6,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,03-11-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
ahmedabad,03-11-2022,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,03-11-2022,9,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,03-11-2022,10,0.63,0.739,-3.942,0.0248,0.194,0,0.224,109.985
ahmedabad,27-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,27-10-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,27-10-2022,3,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,27-10-2022,4,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,27-10-2022,5,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
ahmedabad,27-10-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,27-10-2022,7,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,27-10-2022,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,27-10-2022,9,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,27-10-2022,10,0.63,0.739,-3.942,0.0248,0.194,0,0.224,109.985
ahmedabad,20-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,20-10-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,20-10-2022,3,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,20-10-2022,4,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,20-10-2022,5,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,20-10-2022,6,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,20-10-2022,7,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
ahmedabad,20-10-2022,8,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,20-10-2022,9,0.63,0.739,-3.942,0.0248,0.194,0,0.224,109.985
ahmedabad,20-10-2022,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,13-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,13-10-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,13-10-2022,3,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,13-10-2022,4,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,13-10-2022,5,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
ahmedabad,13-10-2022,6,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,13-10-2022,7,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,13-10-2022,8,0.63,0.739,-3.942,0.0248,0.194,0,0.224,109.985
ahmedabad,13-10-2022,9,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
ahmedabad,13-10-2022,10,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,06-10-2022,1,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
ahmedabad,06-10-2022,2,0.551,0.578,-7.005,0.0732,0.522,0,0.509,106.772
ahmedabad,06-10-2022,3,0.539,0.729,-7.588,0.0412,0.627,0.000941,0.435,112.074
ahmedabad,06-10-2022,4,0.714,0.596,-6.206,0.043,0.0657,0,0.669,91.991
ahmedabad,06-10-2022,5,0.729,0.396,-8.98,0.0359,0.796,0,0.886,97.281
ahmedabad,06-10-2022,6,0.768,0.487,-8.936,0.0431,0.24,0,0.722,137.034
ahmedabad,06-10-2022,7,0.72,0.63,-5.549,0.0413,0.615,0,0.512,81.009
ahmedabad,06-10-2022,8,0.837,0.717,-7.749,0.0822,0.0842,0,0.494,94.984
ahmedabad,06-10-2022,9,0.63,0.739,-3.942,0.0248,0.194,0,0.224,109.985
ahmedabad,06-10-2022,10,0.77,0.84,-4.022,0.107,0.515,0.00452,0.192,96.012
bengaluru,30-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,30-03-2023,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,30-03-2023,3,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.802,106.999
bengaluru,30-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
bengaluru,30-03-2023,5,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
bengaluru,30-03-2023,6,0.772,0.75,-3.67,0.0455,0.0201,0,0.587,114.061
bengaluru,30-03-2023,7,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
bengaluru,30-03-2023,8,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
bengaluru,30-03-2023,9,0.649,0.669,-8.933,0.089,0.47,0.00000652,0.523,126.002
bengaluru,30-03-2023,10,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
bengaluru,23-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,23-03-2023,2,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,23-03-2023,3,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
bengaluru,23-03-2023,4,0.577,0.379,-13.235,0.0374,0.909,0.000586,0.26,139.585
bengaluru,23-03-2023,5,0.679,0.748,-5.487,0.054,0.111,0,0.406,118.945
bengaluru,23-03-2023,6,0.582,0.504,-8.423,0.05,0.355,0,0.428,90.899
bengaluru,23-03-2023,7,0.773,0.795,-5.537,0.0412,0.0587,0.00237,0.649,115.997
bengaluru,23-03-2023,8,0.801,0.806,-5.206,0.0381,0.382,0.000669,0.802,106.999
bengaluru,23-03-2023,9,0.772,0.75,-3.67,0.0455,0.0201,0,0.587,114.061
bengaluru,23-03-2023,10,0.649,0.669,-8.933,0.089,0.47,0.00000652,0.523,126.002
bengaluru,16-03-2023,1,0.698,0.505,-8.242,0.0356,0.354,0,0.396,95.868
bengaluru,16-03-2023,2,0.586,0.562,-7.399,0.0267,0.803,0.00000552,0.436,93.982
bengaluru,16-03-2023,3,0.577,0.574,-6.525,0.0278,0.572,0,0.436,94.009
bengaluru,16-03-2023,4,0.817,0.738,-7.639,0.0748,0.0964,0,0.616,104.964
